id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,wind_speed,atmo_opacity
670,8/24/2014,728,183,Month 7,-74,1,766,NaN,Sunny
671,8/23/2014,727,182,Month 7,-76,1,766,NaN,Sunny
668,8/22/2014,726,182,Month 7,-75,1,766,NaN,Sunny
669,8/21/2014,725,181,Month 7,-73,-5,764,NaN,Sunny
667,8/19/2014,724,181,Month 7,-74,1,763,NaN,Sunny
666,8/18/2014,723,180,Month 7,-73,2,761,NaN,Sunny
665,8/17/2014,722,179,Month 6,-74,1,760,NaN,Sunny
664,8/16/2014,721,179,Month 6,-73,-5,761,NaN,Sunny
663,8/15/2014,720,178,Month 6,-74,-1,760,NaN,Sunny
662,8/14/2014,719,178,Month 6,-77,-1,758,NaN,Sunny
660,8/13/2014,718,177,Month 6,-77,3,757,NaN,Sunny
661,8/12/2014,717,176,Month 6,-76,5,756,NaN,Sunny
659,8/11/2014,716,176,Month 6,-75,2,755,NaN,Sunny
657,8/10/2014,715,175,Month 6,-73,2,755,NaN,Sunny
655,8/9/2014,714,175,Month 6,-76,2,754,NaN,Sunny
656,8/8/2014,713,174,Month 6,-76,-12,754,NaN,Sunny
658,8/7/2014,712,174,Month 6,-77,-10,752,NaN,Sunny
654,8/6/2014,711,173,Month 6,-75,-11,751,NaN,Sunny
653,8/5/2014,710,172,Month 6,-77,-12,751,NaN,Sunny
652,8/4/2014,709,172,Month 6,-73,-11,750,NaN,Sunny
649,8/3/2014,708,171,Month 6,-76,1,749,NaN,Sunny
651,8/2/2014,707,171,Month 6,-76,1,749,NaN,Sunny
650,8/1/2014,706,170,Month 6,-76,0,748,NaN,Sunny
648,7/31/2014,705,170,Month 6,-76,-9,746,NaN,Sunny
647,7/30/2014,704,169,Month 6,-75,-5,747,NaN,Sunny
646,7/29/2014,703,169,Month 6,-75,-6,747,NaN,Sunny
645,7/28/2014,702,168,Month 6,-76,-2,745,NaN,Sunny
644,7/27/2014,701,167,Month 6,-77,-1,745,NaN,Sunny
643,7/26/2014,700,167,Month 6,-75,-2,745,NaN,Sunny
642,7/25/2014,699,166,Month 6,-76,-2,744,NaN,Sunny
641,7/24/2014,698,166,Month 6,-77,-3,743,NaN,Sunny
640,7/23/2014,697,165,Month 6,-74,-4,743,NaN,Sunny
639,7/22/2014,696,165,Month 6,-75,-2,743,NaN,Sunny
638,7/21/2014,695,164,Month 6,-76,-1,741,NaN,Sunny
635,7/20/2014,694,164,Month 6,-75,-1,740,NaN,Sunny
636,7/19/2014,693,163,Month 6,-76,-2,741,NaN,Sunny
637,7/18/2014,692,162,Month 6,-76,-4,742,NaN,Sunny
634,7/17/2014,691,162,Month 6,-76,-8,741,NaN,Sunny
633,7/16/2014,690,161,Month 6,-77,-7,741,NaN,Sunny
632,7/15/2014,689,161,Month 6,-76,-6,742,NaN,Sunny
631,7/14/2014,688,160,Month 6,-77,-5,741,NaN,Sunny
630,7/12/2014,687,160,Month 6,-77,-2,739,NaN,Sunny
629,7/11/2014,686,159,Month 6,-76,-4,738,NaN,Sunny
628,7/10/2014,685,159,Month 6,-77,-2,740,NaN,Sunny
627,7/9/2014,684,158,Month 6,-75,-9,741,NaN,Sunny
626,7/8/2014,683,158,Month 6,-79,-7,741,NaN,Sunny
625,7/7/2014,682,157,Month 6,-77,-16,739,NaN,Sunny
623,7/6/2014,681,156,Month 6,-79,-17,738,NaN,Sunny
620,7/5/2014,680,156,Month 6,-76,-15,740,NaN,Sunny
624,7/4/2014,679,155,Month 6,-77,-13,738,NaN,Sunny
621,7/3/2014,678,155,Month 6,-77,-17,739,NaN,Sunny
622,7/2/2014,677,154,Month 6,-78,-12,737,NaN,Sunny
619,7/1/2014,676,154,Month 6,-80,-17,738,NaN,Sunny
618,6/30/2014,675,153,Month 6,-80,-12,740,NaN,Sunny
617,6/29/2014,674,153,Month 6,-80,-17,739,NaN,Sunny
616,6/28/2014,673,152,Month 6,-78,-16,738,NaN,Sunny
615,6/27/2014,672,152,Month 6,-78,-16,739,NaN,Sunny
614,6/26/2014,671,151,Month 6,-79,-15,740,NaN,Sunny
612,6/25/2014,670,151,Month 6,-79,-7,737,NaN,Sunny
613,6/24/2014,669,150,Month 6,-84,-4,735,NaN,Sunny
611,6/23/2014,668,150,Month 6,-75,-4,734,NaN,Sunny
606,6/22/2014,667,149,Month 5,-76,-7,736,NaN,Sunny
608,6/21/2014,666,148,Month 5,-77,-7,736,NaN,Sunny
610,6/20/2014,665,148,Month 5,-78,-4,735,NaN,Sunny
607,6/19/2014,664,147,Month 5,-78,-8,732,NaN,Sunny
609,6/18/2014,663,147,Month 5,-77,-10,734,NaN,Sunny
605,6/17/2014,662,146,Month 5,-77,-11,735,NaN,Sunny
604,6/16/2014,661,146,Month 5,-76,-10,735,NaN,Sunny
601,6/15/2014,660,145,Month 5,-78,-12,735,NaN,Sunny
603,6/14/2014,659,145,Month 5,-77,-14,738,NaN,Sunny
602,6/13/2014,658,144,Month 5,-79,-10,739,NaN,Sunny
600,6/12/2014,657,144,Month 5,-79,-6,739,NaN,Sunny
599,6/11/2014,656,143,Month 5,-80,-13,740,NaN,Sunny
598,6/10/2014,655,143,Month 5,-77,-14,741,NaN,Sunny
597,6/9/2014,654,142,Month 5,-79,-8,742,NaN,Sunny
596,6/8/2014,653,142,Month 5,-80,-13,744,NaN,Sunny
594,6/7/2014,652,141,Month 5,-79,-12,745,NaN,Sunny
595,6/5/2014,651,141,Month 5,-80,-8,743,NaN,Sunny
593,6/4/2014,650,140,Month 5,-80,-11,743,NaN,Sunny
592,6/3/2014,649,140,Month 5,-79,-14,745,NaN,Sunny
591,6/2/2014,648,139,Month 5,-80,-20,746,NaN,Sunny
590,6/1/2014,647,139,Month 5,-79,-19,746,NaN,Sunny
587,5/31/2014,646,138,Month 5,-81,-16,746,NaN,Sunny
589,5/30/2014,645,138,Month 5,-81,-8,746,NaN,Sunny
588,5/29/2014,644,137,Month 5,-80,-10,748,NaN,Sunny
586,5/28/2014,643,137,Month 5,-80,-14,748,NaN,Sunny
585,5/27/2014,642,136,Month 5,-80,-19,749,NaN,Sunny
584,5/26/2014,641,136,Month 5,-81,-19,749,NaN,Sunny
583,5/25/2014,640,135,Month 5,-81,-11,750,NaN,Sunny
581,5/24/2014,639,135,Month 5,-80,-16,750,NaN,Sunny
579,5/23/2014,638,134,Month 5,-80,-12,751,NaN,Sunny
580,5/22/2014,637,134,Month 5,-80,-18,752,NaN,Sunny
582,5/21/2014,636,133,Month 5,-81,-19,752,NaN,Sunny
578,5/20/2014,635,133,Month 5,-82,-10,754,NaN,Sunny
577,5/19/2014,634,132,Month 5,-82,-20,753,NaN,Sunny
574,5/18/2014,633,132,Month 5,-81,-15,754,NaN,Sunny
575,5/17/2014,632,131,Month 5,-79,-18,755,NaN,Sunny
576,5/16/2014,631,131,Month 5,-81,-18,756,NaN,Sunny
573,5/15/2014,630,130,Month 5,-82,-20,757,NaN,Sunny
572,5/14/2014,629,130,Month 5,-84,-24,759,NaN,Sunny
571,5/13/2014,628,129,Month 5,-81,-23,759,NaN,Sunny
570,5/12/2014,627,129,Month 5,-82,-19,759,NaN,Sunny
567,5/11/2014,626,128,Month 5,-82,-21,760,NaN,Sunny
569,5/10/2014,625,128,Month 5,-81,-24,761,NaN,Sunny
568,5/9/2014,624,127,Month 5,-82,-19,762,NaN,Sunny
566,5/8/2014,623,127,Month 5,-83,-21,763,NaN,Sunny
565,5/7/2014,622,126,Month 5,-84,-19,763,NaN,Sunny
564,5/6/2014,621,126,Month 5,-82,-21,765,NaN,Sunny
563,5/5/2014,620,125,Month 5,-83,-19,765,NaN,Sunny
560,5/4/2014,619,125,Month 5,-82,-22,766,NaN,Sunny
562,5/3/2014,618,124,Month 5,-83,-23,769,NaN,Sunny
561,5/2/2014,617,124,Month 5,-84,-19,769,NaN,Sunny
559,5/1/2014,616,123,Month 5,-82,-19,769,NaN,Sunny
558,4/29/2014,615,123,Month 5,-83,-23,771,NaN,Sunny
557,4/28/2014,614,122,Month 5,-82,-19,772,NaN,Sunny
556,4/27/2014,613,122,Month 5,-84,-21,773,NaN,Sunny
553,4/26/2014,612,121,Month 5,-85,-27,774,NaN,Sunny
555,4/25/2014,611,121,Month 5,-84,-23,775,NaN,Sunny
554,4/24/2014,610,120,Month 5,-85,-20,776,NaN,Sunny
552,4/23/2014,609,120,Month 5,-84,-20,777,NaN,Sunny
551,4/22/2014,608,119,Month 4,-85,-21,777,NaN,Sunny
550,4/21/2014,607,119,Month 4,-83,-28,779,NaN,Sunny
549,4/20/2014,606,118,Month 4,-84,-27,780,NaN,Sunny
547,4/19/2014,605,118,Month 4,-83,-22,781,NaN,Sunny
546,4/18/2014,604,118,Month 4,-84,-17,782,NaN,Sunny
548,4/17/2014,603,117,Month 4,-83,-15,783,NaN,Sunny
545,4/16/2014,602,117,Month 4,-82,-22,784,NaN,Sunny
544,4/15/2014,601,116,Month 4,-82,-25,785,NaN,Sunny
541,4/14/2014,600,116,Month 4,-81,-25,787,NaN,Sunny
543,4/13/2014,599,115,Month 4,-84,-20,788,NaN,Sunny
542,4/12/2014,598,115,Month 4,-84,-25,787,NaN,Sunny
540,4/11/2014,597,114,Month 4,-84,-26,790,NaN,Sunny
539,4/10/2014,596,114,Month 4,-82,-24,791,NaN,Sunny
538,4/9/2014,595,113,Month 4,-83,-25,792,NaN,Sunny
537,4/8/2014,594,113,Month 4,-83,-22,793,NaN,Sunny
536,4/7/2014,593,112,Month 4,-83,-23,795,NaN,Sunny
534,4/6/2014,592,112,Month 4,-83,-26,795,NaN,Sunny
533,4/5/2014,591,111,Month 4,-82,-26,795,NaN,Sunny
535,4/4/2014,590,111,Month 4,-82,-26,797,NaN,Sunny
531,4/3/2014,589,110,Month 4,-85,-27,798,NaN,Sunny
532,4/2/2014,588,110,Month 4,-84,-24,799,NaN,Sunny
530,4/1/2014,587,109,Month 4,-85,-28,801,NaN,Sunny
529,3/31/2014,586,109,Month 4,-82,-24,802,NaN,Sunny
527,3/30/2014,585,109,Month 4,-83,-26,802,NaN,Sunny
528,3/29/2014,584,108,Month 4,-82,-25,804,NaN,Sunny
526,3/28/2014,583,108,Month 4,-82,-27,806,NaN,Sunny
525,3/27/2014,582,107,Month 4,-84,-27,807,NaN,Sunny
524,3/26/2014,581,107,Month 4,-84,-28,808,NaN,Sunny
523,3/25/2014,580,106,Month 4,-83,-24,810,NaN,Sunny
522,3/24/2014,579,106,Month 4,-82,-22,811,NaN,Sunny
521,3/22/2014,578,105,Month 4,-83,-23,812,NaN,Sunny
519,3/21/2014,577,105,Month 4,-84,-27,813,NaN,Sunny
520,3/20/2014,576,104,Month 4,-84,-26,815,NaN,Sunny
518,3/19/2014,575,104,Month 4,-82,-26,816,NaN,Sunny
517,3/18/2014,574,103,Month 4,-85,-23,817,NaN,Sunny
516,3/17/2014,573,103,Month 4,-84,-27,819,NaN,Sunny
514,3/16/2014,572,102,Month 4,-85,-27,820,NaN,Sunny
515,3/15/2014,571,102,Month 4,-84,-26,821,NaN,Sunny
513,3/14/2014,570,102,Month 4,-84,-26,823,NaN,Sunny
512,3/13/2014,569,101,Month 4,-85,-27,825,NaN,Sunny
511,3/12/2014,568,101,Month 4,-86,-28,825,NaN,Sunny
510,3/11/2014,567,100,Month 4,-86,-28,827,NaN,Sunny
507,3/10/2014,566,100,Month 4,-86,-27,829,NaN,Sunny
508,3/9/2014,565,99,Month 4,-85,-27,830,NaN,Sunny
509,3/8/2014,564,99,Month 4,-86,-27,831,NaN,Sunny
505,3/7/2014,563,98,Month 4,-87,-31,833,NaN,Sunny
506,3/6/2014,562,98,Month 4,-85,-23,834,NaN,Sunny
504,3/5/2014,561,97,Month 4,-85,-23,835,NaN,Sunny
503,3/4/2014,560,97,Month 4,-86,-23,836,NaN,Sunny
502,3/3/2014,559,96,Month 4,-85,-27,838,NaN,Sunny
500,3/2/2014,558,96,Month 4,-85,-26,839,NaN,Sunny
498,3/1/2014,557,96,Month 4,-85,-29,840,NaN,Sunny
501,2/28/2014,556,95,Month 4,-85,-29,842,NaN,Sunny
499,2/27/2014,555,95,Month 4,-85,-31,843,NaN,Sunny
497,2/26/2014,554,94,Month 4,-84,-22,843,NaN,Sunny
496,2/25/2014,553,94,Month 4,-84,-26,845,NaN,Sunny
493,2/24/2014,552,93,Month 4,-86,-29,847,NaN,Sunny
495,2/23/2014,551,93,Month 4,-85,-28,848,NaN,Sunny
494,2/22/2014,550,92,Month 4,-85,-27,850,NaN,Sunny
492,2/21/2014,549,92,Month 4,-87,-23,851,NaN,Sunny
491,2/20/2014,548,91,Month 4,-86,-28,852,NaN,Sunny
488,2/19/2014,547,91,Month 4,-85,-29,853,NaN,Sunny
489,2/18/2014,546,91,Month 4,-85,-34,855,NaN,Sunny
490,2/17/2014,545,90,Month 4,-85,-29,856,NaN,Sunny
487,2/16/2014,544,90,Month 4,-86,-27,857,NaN,Sunny
486,2/15/2014,543,89,Month 3,-84,-26,858,NaN,Sunny
477,2/13/2014,542,89,Month 3,-85,-28,859,NaN,Sunny
482,2/12/2014,541,88,Month 3,-84,-27,861,NaN,Sunny
481,2/11/2014,540,88,Month 3,-84,-29,862,NaN,Sunny
476,2/10/2014,539,87,Month 3,-85,-23,864,NaN,Sunny
472,2/9/2014,538,87,Month 3,-85,-25,865,NaN,Sunny
469,2/8/2014,537,86,Month 3,-83,-28,865,NaN,Sunny
470,2/7/2014,536,86,Month 3,-83,-29,867,NaN,Sunny
468,2/6/2014,535,86,Month 3,-88,-29,868,NaN,Sunny
467,2/5/2014,534,85,Month 3,-86,-29,869,NaN,Sunny
466,2/4/2014,533,85,Month 3,-87,-30,871,NaN,Sunny
464,2/3/2014,532,84,Month 3,-88,-23,872,NaN,Sunny
465,2/2/2014,531,84,Month 3,-87,-22,872,NaN,Sunny
463,2/1/2014,530,83,Month 3,-87,-28,873,NaN,Sunny
462,1/31/2014,529,83,Month 3,-87,-23,875,NaN,Sunny
461,1/30/2014,528,82,Month 3,-86,-26,876,NaN,Sunny
460,1/29/2014,527,82,Month 3,-86,-23,877,NaN,Sunny
459,1/28/2014,526,82,Month 3,-87,-24,878,NaN,Sunny
456,1/27/2014,525,81,Month 3,-87,-29,878,NaN,Sunny
457,1/26/2014,524,81,Month 3,-85,-27,880,NaN,Sunny
458,1/25/2014,523,80,Month 3,-85,-25,881,NaN,Sunny
455,1/24/2014,522,80,Month 3,-85,-26,881,NaN,Sunny
454,1/23/2014,521,79,Month 3,-87,-26,882,NaN,Sunny
453,1/22/2014,520,79,Month 3,-86,-24,884,NaN,Sunny
452,1/21/2014,519,78,Month 3,-86,-25,884,NaN,Sunny
451,1/20/2014,518,78,Month 3,-85,-29,885,NaN,Sunny
448,1/19/2014,517,77,Month 3,-86,-27,885,NaN,Sunny
449,1/18/2014,516,77,Month 3,-86,-25,888,NaN,Sunny
450,1/17/2014,515,77,Month 3,-86,-23,888,NaN,Sunny
447,1/16/2014,514,76,Month 3,-86,-29,888,NaN,Sunny
445,1/15/2014,513,76,Month 3,-86,-29,889,NaN,Sunny
444,1/14/2014,512,75,Month 3,-86,-24,890,NaN,Sunny
446,1/13/2014,511,75,Month 3,-85,-31,892,NaN,Sunny
441,1/12/2014,510,74,Month 3,-85,-31,892,NaN,Sunny
443,1/11/2014,509,74,Month 3,-86,-30,895,NaN,Sunny
442,1/10/2014,508,73,Month 3,-83,-29,893,NaN,Sunny
440,1/9/2014,507,73,Month 3,-85,-25,894,NaN,Sunny
439,1/8/2014,506,73,Month 3,-86,-27,894,NaN,Sunny
438,1/6/2014,505,72,Month 3,-85,-29,895,NaN,Sunny
436,1/5/2014,504,72,Month 3,-85,-29,895,NaN,Sunny
483,1/4/2014,503,71,Month 3,-86,-28,897,NaN,Sunny
437,1/3/2014,502,71,Month 3,-87,-30,898,NaN,Sunny
435,1/2/2014,501,70,Month 3,-86,-28,898,NaN,Sunny
430,1/1/2014,500,70,Month 3,-85,-23,897,NaN,Sunny
432,12/31/2013,499,69,Month 3,-84,-30,899,NaN,Sunny
424,12/30/2013,498,69,Month 3,-86,-28,901,NaN,Sunny
425,12/29/2013,497,69,Month 3,-86,-30,901,NaN,Sunny
428,12/28/2013,496,68,Month 3,-85,-26,901,NaN,Sunny
431,12/27/2013,495,68,Month 3,-86,-26,900,NaN,Sunny
429,12/26/2013,494,67,Month 3,-85,-24,902,NaN,Sunny
426,12/25/2013,493,67,Month 3,-84,-32,902,NaN,Sunny
427,12/24/2013,492,66,Month 3,-86,-30,903,NaN,Sunny
433,12/23/2013,491,66,Month 3,-86,-30,903,NaN,Sunny
434,12/22/2013,490,65,Month 3,-87,-31,903,NaN,Sunny
423,12/21/2013,489,65,Month 3,-85,-29,904,NaN,Sunny
480,12/20/2013,488,64,Month 3,-87,-23,903,NaN,Sunny
473,12/19/2013,487,64,Month 3,-85,-30,904,NaN,Sunny
422,12/18/2013,486,64,Month 3,-84,-31,904,NaN,Sunny
484,12/17/2013,485,63,Month 3,NaN,NaN,NaN,NaN,Sunny
485,12/10/2013,478,60,Month 3,NaN,NaN,NaN,NaN,Sunny
421,12/9/2013,477,60,Month 3,-85,-26,907,NaN,Sunny
418,12/8/2013,476,59,Month 2,-85,-25,906,NaN,Sunny
419,12/7/2013,475,59,Month 2,-85,-28,906,NaN,Sunny
420,12/6/2013,474,58,Month 2,-84,-26,906,NaN,Sunny
417,12/5/2013,473,58,Month 2,-86,-29,907,NaN,Sunny
416,12/4/2013,472,57,Month 2,-84,-31,907,NaN,Sunny
479,12/3/2013,471,57,Month 2,-84,-26,906,NaN,Sunny
475,12/2/2013,470,56,Month 2,-85,-26,907,NaN,Sunny
413,11/30/2013,469,56,Month 2,-85,-29,908,NaN,Sunny
414,11/29/2013,468,55,Month 2,-85,-29,907,NaN,Sunny
411,11/28/2013,467,55,Month 2,-84,-28,907,NaN,Sunny
415,11/27/2013,466,55,Month 2,-85,-26,907,NaN,Sunny
412,11/26/2013,465,54,Month 2,-85,-23,906,NaN,Sunny
410,11/25/2013,464,54,Month 2,-84,-26,906,NaN,Sunny
409,11/24/2013,463,53,Month 2,-86,-26,906,NaN,Sunny
408,11/23/2013,462,53,Month 2,NaN,NaN,NaN,NaN,Sunny
474,11/18/2013,457,51,Month 2,NaN,NaN,NaN,NaN,Sunny
406,11/17/2013,456,50,Month 2,-83,-26,905,NaN,Sunny
407,11/16/2013,455,50,Month 2,-84,-28,905,NaN,Sunny
478,11/15/2013,454,49,Month 2,NaN,NaN,NaN,NaN,Sunny
471,11/5/2013,444,45,Month 2,NaN,NaN,NaN,NaN,Sunny
403,11/4/2013,443,44,Month 2,-81,-24,901,NaN,Sunny
405,11/3/2013,442,44,Month 2,-80,-22,900,NaN,Sunny
402,11/2/2013,441,43,Month 2,-81,-23,900,NaN,Sunny
404,11/1/2013,440,43,Month 2,-80,-25,899,NaN,Sunny
401,10/31/2013,439,42,Month 2,-80,-21,899,NaN,Sunny
400,10/30/2013,438,42,Month 2,-79,-26,899,NaN,Sunny
399,10/29/2013,437,41,Month 2,-82,-27,898,NaN,Sunny
398,10/28/2013,436,41,Month 2,-81,-24,897,NaN,Sunny
396,10/27/2013,435,40,Month 2,-81,-24,896,NaN,Sunny
397,10/26/2013,434,40,Month 2,-80,-25,896,NaN,Sunny
394,10/24/2013,433,40,Month 2,-81,-26,895,NaN,Sunny
395,10/23/2013,432,39,Month 2,-80,-26,896,NaN,Sunny
389,10/22/2013,431,39,Month 2,-83,-24,895,NaN,Sunny
390,10/21/2013,430,38,Month 2,-82,-24,896,NaN,Sunny
387,10/20/2013,429,38,Month 2,-82,-21,895,NaN,Sunny
391,10/19/2013,428,37,Month 2,-81,-23,894,NaN,Sunny
392,10/18/2013,427,37,Month 2,-81,-21,893,NaN,Sunny
388,10/17/2013,426,36,Month 2,-79,-22,893,NaN,Sunny
393,10/16/2013,425,36,Month 2,-81,-21,893,NaN,Sunny
386,10/15/2013,424,35,Month 2,-81,-22,893,NaN,Sunny
383,10/14/2013,423,35,Month 2,-81,-24,892,NaN,Sunny
384,10/13/2013,422,34,Month 2,-82,-20,891,NaN,Sunny
382,10/12/2013,421,34,Month 2,-81,-24,890,NaN,Sunny
385,10/11/2013,420,33,Month 2,-80,-19,892,NaN,Sunny
381,10/10/2013,419,33,Month 2,-82,-24,891,NaN,Sunny
380,10/9/2013,418,33,Month 2,-79,-21,891,NaN,Sunny
379,10/8/2013,417,32,Month 2,-82,-21,890,NaN,Sunny
378,10/7/2013,416,32,Month 2,-79,-18,889,NaN,Sunny
377,10/6/2013,415,31,Month 2,-82,-19,890,NaN,Sunny
375,10/5/2013,414,31,Month 2,-79,-18,889,NaN,Sunny
376,10/4/2013,413,30,Month 2,-82,-22,888,NaN,Sunny
371,10/3/2013,412,30,Month 2,-80,-22,888,NaN,Sunny
372,10/2/2013,411,29,Month 1,-82,-17,887,NaN,Sunny
373,10/1/2013,410,29,Month 1,-81,-14,888,NaN,Sunny
368,9/30/2013,409,28,Month 1,-81,-17,887,NaN,Sunny
369,9/29/2013,408,28,Month 1,-80,-16,887,NaN,Sunny
370,9/28/2013,407,27,Month 1,-81,-17,887,NaN,Sunny
374,9/27/2013,406,27,Month 1,-81,-15,886,NaN,Sunny
366,9/26/2013,405,26,Month 1,-82,-25,885,NaN,Sunny
367,9/25/2013,404,26,Month 1,-78,-20,884,NaN,Sunny
364,9/24/2013,403,25,Month 1,-80,-18,883,NaN,Sunny
365,9/23/2013,402,25,Month 1,-78,-18,883,NaN,Sunny
362,9/22/2013,401,25,Month 1,-79,-15,882,NaN,Sunny
363,9/21/2013,400,24,Month 1,-79,-16,881,NaN,Sunny
361,9/20/2013,399,24,Month 1,-79,-16,881,NaN,Sunny
360,9/19/2013,398,23,Month 1,-79,-14,880,NaN,Sunny
359,9/18/2013,397,23,Month 1,-75,-15,880,NaN,Sunny
358,9/16/2013,396,22,Month 1,-78,-15,879,NaN,Sunny
357,9/15/2013,395,22,Month 1,-77,-20,878,NaN,Sunny
356,9/14/2013,394,21,Month 1,-79,-18,878,NaN,Sunny
355,9/13/2013,393,21,Month 1,-76,-18,877,NaN,Sunny
354,9/12/2013,392,20,Month 1,-77,-17,876,NaN,Sunny
353,9/11/2013,391,20,Month 1,-78,-17,875,NaN,Sunny
352,9/10/2013,390,19,Month 1,-78,-16,875,NaN,Sunny
348,9/9/2013,389,19,Month 1,-79,-14,875,NaN,Sunny
350,9/8/2013,388,18,Month 1,-79,-13,875,NaN,Sunny
349,9/7/2013,387,18,Month 1,-78,-13,874,NaN,Sunny
347,9/6/2013,386,17,Month 1,-77,-12,873,NaN,Sunny
351,9/5/2013,385,17,Month 1,-78,-12,874,NaN,Sunny
346,9/4/2013,384,16,Month 1,-77,-12,875,NaN,Sunny
342,9/3/2013,383,16,Month 1,-77,-12,874,NaN,Sunny
344,9/2/2013,382,15,Month 1,-76,-14,872,NaN,Sunny
345,9/1/2013,381,15,Month 1,-79,-13,871,NaN,Sunny
343,8/31/2013,380,14,Month 1,-79,-13,870,NaN,Sunny
341,8/30/2013,379,14,Month 1,-79,-12,870,NaN,Sunny
339,8/29/2013,378,13,Month 1,-78,-18,869,NaN,Sunny
338,8/28/2013,377,13,Month 1,-78,-12,870,NaN,Sunny
340,8/27/2013,376,12,Month 1,-78,-11,870,NaN,Sunny
336,8/26/2013,375,12,Month 1,-77,-9,867,NaN,Sunny
337,8/25/2013,374,11,Month 1,-79,-9,866,NaN,Sunny
335,8/24/2013,373,11,Month 1,-79,-8,866,NaN,Sunny
334,8/23/2013,372,10,Month 1,-76,-9,866,NaN,Sunny
333,8/22/2013,371,10,Month 1,-77,-11,865,NaN,Sunny
332,8/21/2013,370,9,Month 1,-79,-9,865,NaN,Sunny
331,8/20/2013,369,9,Month 1,-75,-9,865,NaN,Sunny
330,8/19/2013,368,8,Month 1,-77,-9,863,NaN,Sunny
328,8/18/2013,367,8,Month 1,-76,-9,862,NaN,Sunny
326,8/17/2013,366,7,Month 1,-76,-12,861,NaN,Sunny
329,8/16/2013,365,7,Month 1,NaN,NaN,NaN,NaN,Sunny
327,8/8/2013,358,3,Month 1,NaN,NaN,NaN,NaN,Sunny
325,8/7/2013,357,3,Month 1,-76,-7,857,NaN,Sunny
324,8/6/2013,356,2,Month 1,-77,-7,856,NaN,Sunny
321,8/5/2013,355,2,Month 1,-75,-7,857,NaN,Sunny
322,8/4/2013,354,1,Month 1,-75,-13,857,NaN,Sunny
323,8/3/2013,353,1,Month 1,-75,-8,855,NaN,Sunny
319,8/2/2013,352,0,Month 1,-77,-9,854,NaN,Sunny
320,8/1/2013,351,0,Month 1,-75,-12,853,NaN,Sunny
318,7/31/2013,350,359,Month 12,-76,-6,853,NaN,Sunny
316,7/30/2013,349,359,Month 12,-75,-12,852,NaN,Sunny
315,7/29/2013,348,358,Month 12,-74,-8,850,NaN,Sunny
313,7/28/2013,347,358,Month 12,-77,-9,851,NaN,Sunny
314,7/27/2013,346,357,Month 12,-76,-7,853,NaN,Sunny
312,7/26/2013,345,357,Month 12,-77,-7,853,NaN,Sunny
317,7/25/2013,344,356,Month 12,-77,-6,851,NaN,Sunny
311,7/24/2013,343,356,Month 12,-77,-11,850,NaN,Sunny
309,7/23/2013,342,355,Month 12,-76,-7,851,NaN,Sunny
310,7/22/2013,341,355,Month 12,-77,-6,852,NaN,Sunny
307,7/21/2013,340,354,Month 12,-76,-6,851,NaN,Sunny
308,7/20/2013,339,354,Month 12,-76,-8,849,NaN,Sunny
306,7/19/2013,338,353,Month 12,-78,-7,848,NaN,Sunny
304,7/18/2013,337,353,Month 12,-75,-7,853,NaN,Sunny
305,7/17/2013,336,352,Month 12,-76,-8,852,NaN,Sunny
302,7/16/2013,335,352,Month 12,-76,-7,852,NaN,Sunny
301,7/15/2013,334,351,Month 12,-74,-6,852,NaN,Sunny
299,7/14/2013,333,350,Month 12,-75,-5,849,NaN,Sunny
300,7/13/2013,332,350,Month 12,-76,-5,849,NaN,Sunny
303,7/12/2013,331,349,Month 12,-74,-3,848,NaN,Sunny
297,7/11/2013,330,349,Month 12,-75,-5,848,NaN,Sunny
298,7/10/2013,329,348,Month 12,-74,-7,847,NaN,Sunny
293,7/9/2013,328,348,Month 12,-75,-5,847,NaN,Sunny
296,7/8/2013,327,347,Month 12,-74,-8,848,NaN,Sunny
295,7/7/2013,326,347,Month 12,-72,-5,848,NaN,Sunny
294,7/6/2013,325,346,Month 12,-74,-8,847,NaN,Sunny
292,7/4/2013,324,346,Month 12,-75,-8,850,NaN,Sunny
290,7/3/2013,323,345,Month 12,-74,-6,847,NaN,Sunny
291,7/2/2013,322,345,Month 12,-74,-5,849,NaN,Sunny
289,7/1/2013,321,344,Month 12,-75,-5,847,NaN,Sunny
269,6/30/2013,320,344,Month 12,-74,-4,846,NaN,Sunny
271,6/29/2013,319,343,Month 12,-73,-3,847,NaN,Sunny
270,6/28/2013,318,342,Month 12,-74,-4,849,NaN,Sunny
268,6/27/2013,317,342,Month 12,-72,-4,849,NaN,Sunny
288,6/26/2013,316,341,Month 12,-74,-16,851,NaN,Sunny
273,6/25/2013,315,341,Month 12,-74,-10,850,NaN,Sunny
272,6/24/2013,314,340,Month 12,-73,-11,848,NaN,Sunny
274,6/23/2013,313,340,Month 12,-77,-14,849,NaN,Sunny
285,6/22/2013,312,339,Month 12,-71,-11,845,NaN,Sunny
277,6/21/2013,311,339,Month 12,-74,-8,846,NaN,Sunny
278,6/20/2013,310,338,Month 12,-71,-9,849,NaN,Sunny
284,6/19/2013,309,338,Month 12,-72,-7,848,NaN,Sunny
282,6/18/2013,308,337,Month 12,-73,-5,850,NaN,Sunny
279,6/17/2013,307,336,Month 12,-72,-8,851,NaN,Sunny
280,6/16/2013,306,336,Month 12,-71,-8,848,NaN,Sunny
